,content,target
5690,"You may look whatever you want, base in local or oversea. Trusted and easy to use, play some game to earn discount. You also may selected free shipping or standard shipping. Most all products been order are sastify - similar, no damage, well packaging, fast delivery and etc.",1
5691,"Simple, user-friendly and fast deliveries",1
5692,Its very user friendly n feels so happy to shop there!!! Great job shopee!!!,1
5693,Convenient and pleasant shopping experience.,1
5694,Although the process of delivery is slow due to COVID the items sent is in good condition,1
5695,Have been using Shopee app for a couple of years. So far its very stable n reliable..,1
5696,My experience using Shopee app has been awesome so far. I definitely feel a sense of achievement whenever i managed to seal something from the flash deals! Kudos to the effort of adding games to clock more Shopee coins for users 👍,1
5697,"Best online shopping app that has so many products at lowest price!!! Super easy to use, so much so that its ""damaging"" for my wallet!!",1
5698,Good platform for buying products. Just need to simplify the ease of identifying local sellers and electrical products to indicate global firmware.,1
5699,Easy app to use and there are many good deals.,1
5700,"Nice online shopping experience, especially during this period.",1
5701,I am a new user and bought a handful of products. So far it is easy to use with nice deals and cheap prices.,1
5702,Wide range of items and secured payment.,1
5703,Simply awesome...Online shopping hav nvr been easier n cheaper at times...,1
5704,"Shop more during this pandemic, can get most of the items here, well done & thanks... 👍☺️",1
5705,Love this app and the convenience for online shopping.,1
5706,Easy peasy and loving the service I got from Shopee. Fast & accurate.,1
5707,Good and useful app! Recommended! Hoping for more new cheap products and discounts! Oh a FREE SHIPPING thrice a month would be a great idea! Dontchathink?! Peace.,1
5708,Friendly interface and good deals every now and then. Will be good if able to add multiple vouchers instead of just one at a time.,1
5709,A good place to shop with or without budget. Choose wisely and you'll love shopee and make it a must to check in everyday! Great experience!,1
5710,Purchase at ease of mind as payment is released upon buyer's confirmation that goods received in good condition. Will definitely support and use this app for future online purchases.,1
5711,Fast delivery for the seller and easy to use ...,1
5712,Shopping with Shopee app is very good. Deals are very good and milloins of items to Shop.,1
5713,Great time shopping from home ... convenient and reliable...,1
5714,Fun to shop at Shoppee😀😀 many interesting games to play and get points for rebate😍😍,1
5715,Very user friendly and easy to use platform.,1
5716,I love Shopee. User interface is excellent. Very convenient for both buyers and sellers. Come look for me @gentlexmonster 🥳,1
5717,Very good shopping experience and expectation.,1
5718,Awesome!!! 👍🏾👍🏾👍🏾 Did some purchase on other online shop.. But Shopee are the best!!,1
5719,"Honestly one of the most hassle free, reliable e-commerce platforms out there. Have been using for a while now and have bought and received my goods, as well as refunded bad goods with no problems. Looking forward to greater things. Don't disappoint me shoppee!!",1
5720,"I am a guy who never used online shopping, but after using shopee. I'm just so happy using online shopping now. Great app",1
5721,Ease of use & good experience on first purchase.,1
5722,Sometimes it hangs but might be a phone issue.,1
5723,"Affordable, user friendly and great!",1
5724,User friendly App; good service on ordering and delivery.,1
5725,Great platform. Great sellers. My only wish if they stop using Ninja van. They are just more trouble than what it is worth.,1
5726,User friendly and able to offset with coins. Also they able to settle if there is any dispute.,1
5727,Very fast service received items before the due date will surely recommend to others,1
5728,Items were delivered quite fast and some items are cheaper compare to retail shop,1
5729,Great app to use. And easy to navigate!,1
5730,Awesome ! Only delivery now super slow maybe because of the pandemic,1
5731,Very user-friendly and great discount!,1
5732,Prefect online shopping apps. What you pay is what you get so you can compare the prices for similar products or brands. Awesome.,1
5733,Shopee app and deals are improving as the days go by. Pricing is now better than other popular buying platform. Now mostly buy on Shopee.,1
5734,"Fast timing, easy connect with seller n cheaper .",1
5735,"Very easy to buy products daily. Mostly fast delivery, great app to compare products and its prices unlike other online shopping.",1
5736,Good shopping experience and less delivery chargers. But hope you will add more products.,1
5737,Best shopping app n alot of choices. Reasonable prices.,1
5738,"Smooth transition, delivery fast,safe, always got vouchers, sometime can get much more cheaper than outside. Like it.",1
5739,"Lots of things to search and buy. Value for money. Thanks Shopee, good platform indeed.",1
5740,Great app! It could use some clean up though. There is too much going on on the home page.,1
5741,Excellent navigation and easy to search.,1
5742,Easy to deal all kinds of things.. Its alot of cheap deals..,1
5743,Easy to use. Hope they can improve the search function,1
5744,"Shopping on Shopee is a hit and miss for some things. For the price though it's cheap and affordable. Since now you can EVEN BUY GROCERIES ON SHOPEE, I add another * and with the partial lockdown in place until June 1, I can practically order stuff for my mom's marketing online. Even buyimg coverture chocolate for baking ON SHOPEE!!!! Eh thanks much SHOPEE!! Nahh give you all 5* 😁😆",1
5745,"Great pricing, reasonable shipping time. Overall good experience. Thanks SHOPEE !!!",1
5746,I enjoy the apps very much and some of the items are much cheaper than the others. The contact seller also reply our inquiry and the response answer is very fast.,1
5747,Another great online shopping platform...had made many purchases thru this app. ShopeeSg live chat customer service was excellent and very prompt in handling with my order issue . Highly recon and lastly safe shopping everyone!,1
5748,"It is a great platform to shop online. Beware, it is addictive when items are selling at good deal. 😝",1
5749,"The coupon discount going on is a plus point over other platform. Hate those complicated games BUT please bring back more on the shake coins thingy, is good stuff.",1
5750,"A little confusing to navigate at first, once used to it, there's plenty of interesting find.",1
5751,So far so good. Easy to use platform and products quality usually match its value.,1
5752,Due to convi-19 can't go anywhere. Still can get person item. Nice apps,1
5753,Enjoy the service... Fast response and delivery on time ⌚,1
5754,Recommended from my son. Hope this can help me find more things that I would like to have.,1
5755,Good online marketing platform with many items to choose from. Reasonable pricing and good customer service from shopee people.,1
5756,lots of stuff to search for a good bargain.,1
5757,It's a great platform that allow buyer to get the things at lower rate of price especially the flash deals section. Really enjoy shopping at shopee! Thanks shopee,1
5758,Great apps. Easy to find items and most seller are responsive. The customer service is always there to help u out for any enquiries. Secure both seller and buyer from being cheated.,1
5759,"Easy to use, lots of variety, transactions were smooth, even the refund process for a wrong item delivered was quick.",1
5760,Easy user interface and good deals.,1
5761,Great shopping app. With many awesome deals!,1
5762,items well received. I enjoy the browsing and shop. Thanks.,1
5763,Mostly pleasant and happy shopping experience. Will continue supporting!,1
5764,"Great place to shop, very competitive pricing and choices. Love the overall experience. 👍",1
5765,"First time buyer, made easy to buy. Highly recommended.",1
5766,Great place to shop with the lowest price offered. Thanks Shopee!,1
5767,Great app. Ease of use. Able to find things that is not on others.,1
5768,Many things to choose from and price at good catch,1
5769,easy to order and alot of things you need you can find in shopee.,1
5770,Easy to use and happy with the purchase.,1
5771,Easy to use and fast response when I first time use and not sure how to go about it and was guided promptly.,1
5772,Great! So far so good. All items received as shown. Just ensure read reviews and feedback from buyers to see if seller is genuine.,1
5773,"Good apps to shop online,price range is reasonable..👍👍",1
5774,"Easy to use, products price competitive as well",1
5775,Fast free and cheap way to purchase things online love it,1
5776,"User friendly, wide range and fast delivery",1
5777,Nice App for shopping almost everything under the sun.,1
5778,"Payment only released when you confirmed receipt, good secure practice",1
5779,Reasonably priced. Prompt delivery. Highly recommended.,1
5780,"Its a great app. You can find cheap but good products here. So far, my orders are all good and works well. Veru useful app",1
5781,"CB period, useful and no need to go out buy items. Do remember to clean up every packaging. Be safe and stay home!",1
5782,I love shopee app and I can enjoy the deal for online shopee but the $1.00 I buy so many time but never get to win.,1
5783,"Easy and friendly to use. Already purchased 6 items, look forward to purchase more items in future",1
5784,Read your items well and check before you buy!,1
5785,Easy to navigate. And applying rebate discount vouchers is a lot more straight forward than so many other online markets. This IS a major selling point of Shopee. Don't lose this advantage.,1
5786,Great online platform. So far so good.,1
5787,Easy to find and also able to compare prices,1
5788,Love the shopping experience and bargains!!!,1
5789,Good and easy to use with fast delivery,1
5790,"I have become a shopaholic! And I like it! No sweat, best thing is no need to carry heavy bag.",1
5791,Easy to use and lots of items to view,1
5792,A very user-friendly online purchase platform. They have pretty good deals here. And love their free gift for 1st time purchase.,1
5793,"The deliveries are prompt, prices are reasonable, many sellers to compare with and items supplied are always accurate as described. Bravo!",1
5794,Good shopping experience! Price is cheaper than others platform. More discount voucher you can get. Refund is supportive. Buyer protection!,1
5795,Good experiences so far. The search could be improved. overall prefer this app to other mobile shopping apps now.,1
5796,Easy to use platform. Prices are reasonable and plenty of choices.,1
5797,Good deals and bargains from variety of products and brands!,1
5798,I love this app so much. Best apps so far compared to others. Good job Shopee👍👍,1
5799,Mostly Trustworthy sellers and great deal found in Shopee that you can't miss.,1
5800,This is my first purchase in Shoppee. Very smooth process of ordering and tracking. Shipping status was updated regularly. Product arrived on indicated date. Very pleased with Shoppee.,1
5801,A enjoyable experience in using this app. The developer can simplify further the webpage like less indication button and consize the functions.,1
5802,"Very reliable and very efficient, the platform can be trusted...",1
5803,User friendly. The speed seems better recently. Have credit cards promotion by DBS/POSB and UOB on a daily basis instead of just once a week.,1
5804,simpler interface than others. not so cluttered. vendors also more reliable than other platforms - personal opinion.,1
5805,Lot more product compared to other app. The flash deal is great with some product cost super low.,1
5806,More reasonable price and good services.,1
5807,Easy platform to use. Great experience.,1
5808,Competition and more seller/product selection is always good.,1
5809,Smooth setup and easy to use. Very good,1
5810,A bit dazzling but actually it is quite easy to use.,1
5811,Good on line shopping experience..n lot of good deals,1
5812,"Love this apps so much, variety goods to choose, user friendly.",1
5813,everything went well and my items always being delivered on time! thumbs up Shopee,1
5814,Deliveries are prompt and goods are all in good condition.,1
5815,A lot of great deals and user friendly.,1
5816,So far the exprience with shopee are good. And delivery during this pandemic period is really fast! Unlike other online market cannot even place order…,1
5817,Very reliable online shopping app! Very satisfied with the customer service. They are fast replying & professional service! Thanks!,1
5818,Good app. Better to have more flash sale and coupon. Especially during critical time like this.,1
5819,"User friendly, you can find great deals during flash sales. Most of the items sold at reasonable price",1
5820,"Shopee app items are very cheap. Have many different types of sale, games and coin to earn to discount our buying item👍 but the only thing is Shopee waiting date and time to deliver to the customer is very long",1
5821,Very prompt sellers and secured quality purchase.,1
5822,Excellent fast delivery times and great responsive sellers,1
5823,Good and easy to use. Great deals.,1
5824,"Very good , easy , fast delivery , trusted",1
5825,Very cheap items and got lots of freebies got games to earn coins and cash backs... Fast delivery too compared to other apps.,1
5826,Brought many items using Shopee. Delivery is fast. Have many shopee games. The games are fun & easy. Have many promotion.,1
5827,User friendly and good platform especially with communication function between buyer n seller. Unlike other platform not able to commute.,1
5828,Absolutely easy to use even for a beginner.,1
5829,Love buying stuffs from shopee. Easy to use. I like it that i can add a lot of items to cart without worrying that it exceeded cart limit,1
5830,Great shopping app for cheap items with mostly free delivery. easy to use interface. highly recommended.,1
5831,"Greats online shopping platform. Looking forward for improvement with more good deal, affordable price, and better service.",1
5832,Easy to shop online especially during this covid time!,1
5833,Good Service with Flash deals and lucky draws.. 🙂,1
5834,Great online service where you can get to chat with the sellers about your enquiries even before purchasing! Highly Recommended 👍👍👍,1
5835,Absolutely happy with Shopee...direct and no hidden cost,1
5836,"I use to buy things from Wish, just found Shopee recently and I really love it..have compared the same kind of items I bought from Wish & Shopee, Shopee's pricing mostly cheaper & the quality is better.",1
5837,Good app but can be better. However it appears that Shopee is giving Wish and Lazada a run for their money. 👍👍👍. Shopee has not disappointed me since I started using them *****,1
5838,"App is very easy to use, makes the whole shopping experience enjoyable!",1
5839,Good service with items arrived in good condition,1
5840,Great buy from shopee. Items received are of good quality,1
5841,Great shopping during CB. Fast & Reliable,1
5842,Easy and fuss free shopping experience!,1
5843,Convenient shopping experience and competitive price 👍,1
5844,"Great online shopping experience, although there are fake items in it like other online shopping, but I think shopee handle it wells and refund fast if you got spoil or fake product.",1
5845,Great shopping app!. I cn almost get what i want from this app.,1
5846,Love to shop here. It's an easy app to use and the product available is all relatively cheaper than retail store.,1
5847,So far experience with shoppee is great. Responsible and respond is fast. And not to forget the shopee game.,1
5848,Varieties of products and very shopper friendly 👏👏👍👍,1
5849,good specially during the period of restricted movements,1
5850,Very easy to navigate and seriously addictive,1
5851,"Currently the best online platform to purchase items, with shopee coins on hand can deduct the item instantly instead of waiting for vouchers..",1
5852,Very reliable online shopping platform. Though mostly things are from china with longer delivery time but still has a variety of things to buy.,1
5853,"Good app. Better than other online shopping app. Fast shipping by sellers, recommended app for those who use malaysian made car, as theres alot of spare parts available.",1
5854,It's easy to search for required products and prices are usually very reasonable. Has a wide variety of products.,1
5855,Safe way to buy products with release of funds after receiving items. Fun ways to earn coins through games.,1
5856,"User friendly and easy to navigate. Shop with ease, good app!",1
5857,Good experience!!! Ordered so many things from shopeee!!!,1
5858,Great app. They use reliable delivery company :),1
5859,Love it so much! Most use apps when shopping,1
5860,Good platform to find great deals and awesome promotion! Love it best with the credit card partner's promotion! Way to go Shopee!,1
5861,Great platform to purchase as the app team will extend their helping hands when u encounter any issue. Their responsiveness act will ready create a sunny day for u. Cheers,1
5862,"Really love shopping on shopee! The items r cheap, n usually come as described. Not much of an issue with shipping n delivery, and any disputes with seller(s) will be resolved properly through shopee customer service. Highly recommend! :)",1
5863,"Works well for me. Many good deals in Shopee app although there are some bad deals where retail shops are much cheaper, probaably due to value density.",1
5864,Very smooth and user friendly transactions. Lots of varieties of products!,1
5865,"Very easy to use, track goods n fast delivery. Will continue to explore more. 👍👍👍👍👍",1
5866,One of my preferred platform for online shopping. Customer service is prompt and goods received so far have all been in good condition.,1
5867,"App in general is easy to use and works ok, except it's unresponsive at times.",1
5868,Wide variety comprehensive range of products.,1
5869,Happy with the services...fast and swift delivery..,1
5870,Very good app. Many things to purchase,1
5871,Good online site with user friendly interfaces. Easy to use. 👍,1
5872,Great app for online purchases. Most listings are cheaper then those found on other apps in Sg.,1
5873,"Overall an amazing app for shopping, but has some problems with loading and is a little laggy sometimes",1
5874,"so far, a great platform to shop for home essentials. purchase a lot of items from this site.",1
5875,"Really like Shopee, easy and convenient way to shop. Many merchandise are cheap and reasonable. Thanks!",1
5876,"It has improved in range of goods, competitiveness of prices and prompt delivery. I used their competition previously but recently been finding Shopee better value.",1
5877,Is a good app.... Easy to use... Good service .... When I received a damaged item take a photo n send to them.... They replied me within 3 days n get me refund back. I like their service... Service is very important that why I give 5 star .,1
5878,Good price and relatively fast delivery.,1
5879,"Delivery timing could be better. And for seller not replying promptly maybe in a stipulated time, price decreases steadily. It helps to keep the efficiency of the system.",1
5880,"Fast delivery, easy to order, good and convenient during this circuit breaker period.",1
5881,"Easy to use, will use it again for online purchase. Thank you",1
5882,"Shopping experience is good, product is good, delivery good, basically no complaints on my recent purchase.",1
5883,Easy & convenient way of buying many things online via shopee.,1
5884,"Great shopping online platform experience, recommend!😊",1
5885,Great app. Lots of freebies and items to buy. Keep it up.,1
5886,Great app. Easy to use and make shopping online easier.,1
5887,Very nice and easy to buy anything,1
5888,cheaper price and lots of item to choose!,1
5889,This is better than Q10 and Lazada seriously. Enjoyed the online shopping experience so far.,1
5890,Good and informative service including delivery information 👍,1
5891,Very good service and their silky smooth clothes.,1
5892,Great experience using the app. UI is clean and responsive.,1
5893,Easy to navigate. Attractive pricing with wide range of products to choose from.,1
5894,Pretty good app. Many items are of much better value than traditional brick and motar shops.,1
5895,"I love that we have option to select zero shipping fee albeit slightly longer delivery time 👍👍 Looking forward to more Flash deals, keep it up, Shopee 👏👏👍👍",1
5896,So many things to buy !! Woohoo!!!,1
5897,Great shopping experience . Resonable price. Love the shipping rate affordable . Keep it up. Overall Satifaction.,1
5898,Have all range of items and app working very well,1
5899,Great experience and safe purchasing. Will continue to make purchases again. Thanks,1
5900,Just started using Shopee and like it! Many free shopping and indeed you can find very good deals here.,1
5901,Very convenient and most sellers are friendly and efficient.,1
5902,"Price mostly cheaper, discount clear cut, fun and enjoyable.",1
5903,Good app for online shopping. I received the package are good condition.,1
5904,Good platform with a decent variety of products,1
5905,Good and cheap buys always found!!,1
5906,"Good impression for Shopee, many kind of goods to choose.",1
5907,Easy to use app for quick buys. Items are of good quality! :),1
5908,Very good apps.very easy to understand.i like it thank you,1
5909,Having good shopping experience so far. Thumbs up,1
5910,"No problems or defects received, so far so good!!!...",1
5911,Easy to use! So far return or cancel policy is efficient.,1
5912,More and more 价廉物美stuff in Shopee. One of the best bargain for purchases.,1
5913,I like the prompt receipt of products. Always reach me before the stopulated date. So far have been satisfied,1
5914,Good interface and pretty responsive most of the time.,1
5915,Easy to use and have many great offer,1
5916,Good products! Fast Delivery. Highly recommended👍👍👍,1
5917,Fast delivery even during circuit breaker time.,1
5918,Excellent prices and quick responses from most sellers. Very happy with this!,1
5919,So far the shopping experience is quite decent. Refunds are fast.,1
5920,My first time shopping at shopee is awesome. At first i was veru sceptical about shopping online.. but shop in shopee just made eveything so easy.. thank you shopee!! :),1
5921,Excellent online store. Well stocked with many items. No worries shopping with buyer protection too. Have not face any issues till now.,1
5922,"Smooth, secure & hassle free shopping",1
5923,Delivery in time! Items were well packed.,1
5924,Easy to use and variety quite well spread!,1
5925,Value for money ...easy understand web page for grocery n household item,1
5926,One of my favorite online shopping platform. Flash deal is awesome.,1
5927,Need to improve network. Sometime hanged and loading. Overall all ok.,1
5928,I like the shop featuring affordable products that you can purchase online. Waiting time to receive the products if they come from overseas might take a few days but then delivery is free. That's a great deal! I hope it continues to be a reliable and trusted online shopping website. Keep it up Shopee.,1
5929,"Nice experience shopping at shopee, most of the delivery is very prompt . Items are also reasonable priced. Recommend.",1
5930,Lots of good deals. Able to find what ever you looking for.,1
5931,Lots of good discounts. Many items not found in Spore can be found om Shoppe.,1
5932,"Convenient, wide variety of products and good price. Fast delivery too!",1
5933,Quite easy to use. There are free vouchers available upon purchase for some shops.,1
5934,Very useful.. Good replacement of leg power and aviod the crowd.,1
5935,Is the best online store for me! so many stuffs from Korea and Japan which I've problem getting it especially during this COVID 19 period. Some stuffs' price alot lower than what I usually pay for and the delivery charges are very low too! is an amazing website!,1
5936,Great App! Great products with great Value! Recommend to everyone!,1
5937,The app is perfect.. Don't add anymore functionality or it probably will lag.,1
5938,"Delivery was timely, products are of good quality :)",1
5939,"Easy to use, prices very competitive, it's fun to shopee!",1
5940,I luv shopping at shopee! The best online shopping app..easy to use and affordable price👍👍👍,1
5941,Happy birthday and continue to be amazing shopee !,1
5942,"Easy to use, tons of products",1
5943,With shopee it's easy for you to look for the things you needed at your finger tips.,1
5944,Great and easy to purchase. Thanks,1
5945,My daughter love this app sososo much! Especially on this Circuit breaker time!,1
5946,Great app! Easy & simple steps for buyer to shop online. 😍😍,1
5947,Lots of promos. Coins gained can be used to offset future purchases.,1
5948,Good shopping platform with escrow system in place.Have not encounter any seller issue yet .,1
5949,Enjoying my shopping since staying home and cannot go out due to CB.,1
5950,Cheap and easy transaction..👍👍,1
5951,Reliable..fast and prompt delivery.,1
5952,"Easy to use, straightforward.",1
5953,"Bought a case and communicate with the seller twice to request for light blue colour but received black colour, other than the colour, whole ordering process is smooth and easy.",1
5954,"Learned abt this app through my friend, easy to use. They hv alot of sellers selling cheap and great stuffs. Been buying stuffs via SHOPEE since last Nov, highly recommend app. 👍😊",1
5955,Great app to shop. Cheap but quality of product is good so worth the $$ .,1
5956,Easy to use and is very convenient as a online shopping app!,1
5957,Easy and reasonable price items. But please reduce notification and those gaming stuffs.,1
5958,Shopee is definitely helpful during CB time.,1
5959,Shopee is very good online shopping from the price to products. Happy shopping with Shopee:) Highly recommended.,1
5960,"Good deals on most products, and admin ETA on delivery date pretty accurate.",1
5961,Always feel safe making purchase and had good experience,1
5962,Good offers and easy to use.,1
5963,"I love to shop at Shopee, with all the games and activities that she has..make my shopping more enjoyable.",1
5964,The app us friendly use.. most of the item can find from this app.,1
5965,Love the stuffs here as a few items I cannot find in other platform. But hopefully they can have paylah payment.. now payment is still a hassle to me.,1
5966,User friendly... Product reviews n easy to navigate 👍🏽👍🏽👍🏽👍🏽👍🏽,1
5967,Love the way how they presented their items and fast delivery.,1
5968,"You know, the only reason i installed shopee was because of how bad lazada was. The delivery, service, so on and forth. And to be honest, i expected same from shopee, but no! Shopee surprised me! It had great service, features, discounts and i could go on forever! The delivery service was also amazing and cheap as well! Great shopping app!",1
5969,All thr things that cannot get in normal store & price much more reasonable!!,1
5970,Most seller is respose fast on message send and good quality of the item,1
5971,Easy to navigate. Prefer shopping at shoppee than other platform.,1
5972,Very convenient and easy to navigate.,1
5973,Great online shopping with great purchases..👍👍👍,1
5974,Sometimes take to long for the delivery.Need to improve.,1
5975,Easy to use. Delivery was fast.,1
5976,Love to shop at Shopee! Can find alot of reasonable stuffs. Easy to use.,1
5977,User friendly. Easy to navigate. Have been using Shopee to do my online shopping.,1
5978,The best shopping app. Love it with reasonable price and offers..,1
5979,very nice online platform. a lot of reasonable price items,1
5980,Love it. Super user-friendly n items are generally cheap,1
5981,"Easy app to use. Shopee will only release payment to supplier once you satisfied with your product. Even the refund money is fast, no hassle at all! Shop online with Shopee! 😁",1
5982,So far it has been so good.... items ordered does arrive within reasonable time frame.,1
5983,Extremely useful app for online shopping. Thanks !,1
5984,Great variety of goods at competitive prices.,1
5985,Useful for both buying and selling,1
5986,Love this app. Easy to use. Found many good deals here.,1
5987,Good platform with reliable sellers.,1
5988,Quick and reliable service and products.,1
5989,"Happy with my purchased. Usually items will come earlier. If in doubt can always asked.. Sellers were friendly and helpful,. Will purchase again. Thank you Shopee👍",1
5990,Good platform for online shopping!,1
5991,"Easy to use interface, as a buyer and as a seller.",1
5992,1)There is always a n update on our item. 2)I love the part where we can chat with the seller,1
5993,Had a pleasant first time experience!👍 Definitely recommend to all online shoppers!😃,1
5994,"A lot of stuffs on bargain price, most important is standard shipping rate or most are free shipping!",1
5995,Nice service. Can speak to seller directly. Very convenient for buyers.,1
5996,Love this platform than others! The offer always better.,1
5997,"Met expectations, has a good array of products!",1
5998,Also if item to shop. But when update the application seem lag,1
5999,Fast delivery and items are as true!,1
6000,Wide range of products at reasonable prices.,1
6001,Shopping make easy. Just love the offer and wide range of products,1
6002,Fast n smooth transactions . Variety of products to buy.,1
6003,"So far, no bad experience. So no complains. It meets my online shopping requirements.",1
6004,Item was well delivered. Excellent product with top quality. Highly recommend as price is reasonable too!,1
6005,Used to be using Lazada but Shopee now has better cashback (with extra cashback via shopback app) and mass variety of products available.,1
6006,Great and easy shopping.,1
6007,"Excellent products and prompt delivery,thank you!Thumbs up!",1
6008,Its a good and usefull app to buy thing and quite reliable,1
6009,The best shopping app I've ever used! :),1
6010,Great shopping platform. So far so good.👍,1
6011,good experience but be sure to buy from reliable sellers only. try to support local sellers too,1
6012,"Items received in good condition,sealed packaging.Speedy replies.",1
6013,Easy shopping online. Competitive prices.,1
6014,So far so good. Made many purchases lately and always prompt and good quality products.,1
6015,A great interactive shopping app with fun games to win discount vouchers and $1 lucky draw.,1
6016,"Best shopping app so far. Easy to use and really safe. Better experience than Lazada, AliExpress and other platform.",1
6017,Even during virus outbreak item are well received on reasonable duration.,1
6018,"Preferred shopping app, come with quite a handful of free delivery.",1
6019,"Very good... it is my first shop online. Just received my local first purchase. Got it in a week. Not bad during this CB period. As for my China purchases, I have not received it yet. I wonder if the package are air frieght or sea frieght... wait for it lor.",1
6020,Easy to use. Daily flash sales at different timing. And reminder will alert u on ur item b4 flash sales start.,1
6021,Sellers offer similar goods at cheaper price compared to the other more established local 'Q' platform.,1
6022,Good shopping platform is save and fast,1
6023,Items deliverred on time and in good conditions,1
6024,Another good platform for online purchases,1
6025,Extremely laggy after update. It wasn't like.this before with previous seasonal promotions,1
6026,Simple interface. Apparently prices are lower than Lazada and Qoo10! ♡ have more discount vouchers please! Shoppers will never complain about having more discount ♡,1
6027,Delivery quite fast and price reasonable. Like to shop at Shopee using the Shopee coins.,1
6028,"Really enjoyed shopping right here, thanks for the wonderful shopping apps ~Shopee SG 👍👍👍definitely recommended! 👍👍👍",1
6029,User friendly and love most of the items and reasonably price.,1
6030,Easy enough to use and lots of shopping perks like cashback and flash sales.,1
6031,Items are at affordable price.,1
6032,"So far, I had great experience doing my online purchases. Deliveries were prompt and on track. Thank you for this wonderful experience. I am definitely coming back here to Shopee Sg!",1
6033,Fast n easy to browse the items..,1
6034,Easy to use app. Good products online.,1
6035,Shopee is definitely one of the best online stores. It runs promo v often and with direct chat function with sellers (who most of the time give prompt reply). Delivery by the retailers are fast (and many times are for free!) and payments are secured as they are released to retailers only when goods are confirmed to have been received in good order by buyer. Shopee is definitely a to- go site for online purchase. I highly recommend Shopee.,1
6036,I love the products and they arrive on time and even it's cheap it's worth buying,1
6037,Wide variety of items to select from. Easy payment n taking!,1
6038,Easy to navigate and lots of cheap deals available,1
6039,Very fast and efficient apps and offer a lot of things,1
6040,Very resourceful online platforms. One of my best online purchase alternatives. 👍👍👍👍👍👍👍👍,1
6041,Easy and convenient to use it. Items price is fair.,1
6042,1 of my favorite online shopping platform as the shipping is cheap and alot of seller offers free shipping.,1
6043,Always use shopee to do my online shopping and never had any issue.. a great app..,1
6044,Easy to use and a lot of good offer,1
6045,Reliable fast and good products!!,1
6046,Love that I can buy so much cheap items during lockdown,1
6047,Excellent on-line shopping app.,1
6048,Good platform with many goods at reasonable prices.,1
6049,App shopping cart issue...saved item to cart but not able to edit or purchase item ..cant tick the box,1
6050,Great online shopping experience! Starting to get a hang of it.,1
6051,Enjoyed shopping with Shoppee as the sellers are usually responsive to my queries!,1
6052,Easy to use app with wide range of products. Quick customer service response time & includes free return for item shipped incorrectly.,1
6053,"Good. But sometime keep hang, app auto restart. Please fix it thanks",1
6054,Excellent to date! User friendly and efficient.,1
6055,Convenient n some items are really cheap :),1
6056,A lot of good deal. Easy to use.,1
6057,Good merchant and good products as well. Delivery partner also 👍👍👍. Admin support is very responsive.,1
6058,"Thus far I am enjoying shopping here. A lot of variety, reasonable shipping time and having fun definitely. Excellent vendors around and genuine reviews to guide future buyers.",1
6059,Easy to use. On time delivery,1
6060,Good functional app. Easy to browse and order.,1
6061,"Good app, easy to navigate with many great deals!",1
6062,Works well and fast. Can find good products from reliable sellers,1
6063,I can find anything on shoppe the fact that shoppe holds payment till item recieved makes it so much safer for users.,1
6064,Easy app and fun shopping in it.,1
6065,Items delivery came in early and in good condition. Will purchase more items from shopee.,1
6066,Great online shopping experience. Had purchased many items. 👍🏻,1
6067,Easy to navigate and has games to earn points.,1
6068,Easy to shop and great prices offered by the sellers!,1
6069,Nice apps for online shopping. Many good deal during promotion.,1
6070,Make shopping experience easy.,1
6071,Great products.so happy with the item.,1
6072,User friendly. Buyer-centric.,1
6073,Very efficient and fast service👍,1
6074,user friendly and smooth transaction,1
6075,Nice to shop here. Many varieties to choose from,1
6076,Great deals! And shop back!!,1
6077,"First time purchased a product, experience very good. Thank ShopeeSG, Great App, Great Service. 🙏🙏🙏",1
6078,"Wonderful experience with this app, and it never fails me once.",1
6079,Very easy to use. Fuss free and smooth experience,1
6080,Very fast and efficient delivery. Better than the rest.,1
6081,Very convenient and responsive,1
6082,Great place to find things I want and compare prices between different sellers.,1
6083,One of the best e-commerce apps in Singapore. Huge selection of items available. Slightly better than Lazada I feel.,1
6084,Shopee app is easy to use and items is cheaper than other apps.,1
6085,"I feel as if this platform is very safe. Yes, there are some irresponsible sellers that sell products that are defect or what not. But if seems pretty easy to exchange or refund. The money can only be released when you agree to as well!",1
6086,So many items to choose from and at reasonable prices 😊,1
6087,Quite a number of good stuffs with competitive prices can be found here,1
6088,Vast varieties. A must have app to enjoy online shopping experience.,1
6089,I am an shopping addict now. Love this app. Amazed at why they can deliver for free an item worth only sgd5.,1
6090,Lots of stuff to buy! Thank you..,1
6091,Very good item and fast delivery...cheap price with discount...,1
6092,nice apps they offer cheaper price than the other but takes a longer time to deliver.. but overall still good service.. i love shoppee now,1
6093,Ease of use and user friendly.,1
6094,The purchasing process is swift and the product I received is so amazing. I love it.,1
6095,Have fun shopping and enjoying every promotions,1
6096,Got the goods as fast as possible. 😉 Would totally recommend it.,1
6097,Easy to use... more shoppe coins needed,1
6098,Simply awesome. Anything and everything at your fingertips and in the comfort of your home.,1
6099,Excellent. Wish that payment terms would have been made easy,1
6100,Great keep it up not like some other online platform (Korean) who penalised buyer!,1
6101,Great shopping experience. Shopee coin returns is good.,1
6102,Super variety and reasonably prices.,1
6103,Great for shopping 👍😁 and safe travels 😊,1
